,pdbchain,all_len,Recovery rate,Aligned len,Protein length,recTM-score,recRMSD
378,5vg0_B,142,0.38028169014084506,1.0,100,0.98586,0.53
1447,4zej_A,219,0.3972602739726027,1.0,200,0.99101,0.53
2536,2pkh_F,141,0.2907801418439716,1.0,100,0.98604,0.53
2215,4yh2_B,219,0.3835616438356164,1.0,200,0.9909,0.53
2799,2wbn_A,178,0.30337078651685395,1.0,200,0.98893,0.53
443,2iks_A,276,0.32608695652173914,1.0,300,0.99271,0.53
2807,1r75_A,110,0.2909090909090909,1.0,100,0.9818,0.53
3885,5f7f_A,113,0.3185840707964602,1.0,100,0.98227,0.53
2814,3tfg_B,182,0.34615384615384615,1.0,200,0.98932,0.53
2781,4az9_A,111,0.2882882882882883,1.0,100,0.98207,0.53
1565,4xeq_B,304,0.33223684210526316,1.0,300,0.99288,0.54
3624,6lm1_A,226,0.28761061946902655,1.0,200,0.99091,0.54
8,3mvg_B,250,0.3,1.0,200,0.99173,0.54
985,4p52_A,315,0.34285714285714286,1.0,300,0.99329,0.54
993,4xfe_A,306,0.35947712418300654,1.0,300,0.99295,0.54
3269,1rtr_B,271,0.2952029520295203,1.0,300,0.99222,0.54
3291,6i3n_H,103,0.3883495145631068,1.0,100,0.97968,0.54
2204,1q23_C,213,0.29577464788732394,1.0,200,0.99032,0.54
4234,1kxp_A,349,0.335243553008596,1.0,300,0.99385,0.54
640,6i3n_J,103,0.3883495145631068,1.0,100,0.97969,0.54
1811,6vz8_F,160,0.275,1.0,200,0.98739,0.54
1029,1cxq_A,143,0.2867132867132867,1.0,100,0.98597,0.54
2461,5fm8_B,101,0.31683168316831684,1.0,100,0.97921,0.54
1151,3npg_C,246,0.3617886178861789,1.0,200,0.99153,0.54
1522,3ajx_D,207,0.4106280193236715,1.0,200,0.99003,0.54
3931,1gqo_C,141,0.6950354609929078,1.0,100,0.98579,0.54
2166,2arc_B,164,0.2926829268292683,1.0,200,0.98765,0.54
3127,3ajx_A,207,0.43478260869565216,1.0,200,0.98988,0.54
2456,1sgj_B,231,0.3593073593073593,1.0,200,0.99095,0.54
2057,3liy_A,116,0.3620689655172414,1.0,100,0.98233,0.54
2238,5wos_A,138,0.26811594202898553,1.0,100,0.98492,0.54
103,4yh2_C,220,0.4090909090909091,1.0,200,0.99054,0.54
1100,4hoi_D,110,0.2909090909090909,1.0,100,0.98144,0.54
49,5wi4_C,125,0.232,1.0,100,0.98374,0.54
2798,1gqo_M,141,0.5957446808510638,1.0,100,0.98546,0.54
4165,4nt1_B,199,0.25125628140703515,1.0,200,0.98971,0.54
2566,1rpn_B,321,0.32087227414330216,1.0,300,0.99321,0.54
3207,1ex2_A,185,0.3945945945945946,1.0,200,0.98906,0.54
3608,3liy_B,116,0.3879310344827586,1.0,100,0.98224,0.54
3609,3f4k_A,254,0.2440944881889764,1.0,300,0.99189,0.54
3547,2oda_A,192,0.3802083333333333,1.0,200,0.98914,0.54
2257,3lcv_B,259,0.27413127413127414,1.0,300,0.99187,0.54
719,6i3n_D,103,0.3883495145631068,1.0,100,0.97974,0.54
819,1f75_B,212,0.2783018867924528,1.0,200,0.9904,0.54
724,3hhp_A,312,0.41346153846153844,1.0,300,0.99314,0.54
725,5o2d_A,189,0.2804232804232804,1.0,200,0.9892,0.54
1919,4z6y_B,272,0.3088235294117647,1.0,300,0.99251,0.54
4028,4pj2_C,122,0.30327868852459017,1.0,100,0.98346,0.54
3530,3hkl_A,141,0.3120567375886525,1.0,100,0.98562,0.54
1885,4w5z_A,323,0.3126934984520124,1.0,300,0.9934,0.54
1433,4z6y_E,272,0.3125,1.0,300,0.99233,0.54
1889,3cwf_B,108,0.26851851851851855,1.0,100,0.98159,0.54
1626,5mgr_B,125,0.304,1.0,100,0.98358,0.54
377,3qqz_A,243,0.32510288065843623,1.0,200,0.99144,0.54
805,2ibg_E,142,0.3028169014084507,1.0,100,0.98571,0.54
3300,3ia4_C,160,0.29375,1.0,200,0.98729,0.54
856,3s9u_B,165,0.3393939393939394,1.0,200,0.98763,0.54
3385,3vcf_B,146,0.3150684931506849,1.0,100,0.98581,0.54
1404,2qsa_A,101,0.3069306930693069,1.0,100,0.97903,0.54
942,2gbz_A,179,0.3016759776536313,1.0,200,0.98867,0.54
933,1ypz_B,102,0.5686274509803921,1.0,100,0.9797,0.54
2092,3qwl_A,272,0.31985294117647056,1.0,300,0.99228,0.54
2418,4q9n_B,295,0.4135593220338983,1.0,300,0.99281,0.54
399,3kkz_A,256,0.26953125,1.0,300,0.99193,0.54
2635,2vvr_F,146,0.3698630136986301,1.0,100,0.98626,0.54
2590,1smk_F,313,0.3738019169329074,1.0,300,0.99305,0.54
2415,2ekc_A,253,0.36363636363636365,1.0,300,0.99172,0.54
683,5efq_D,239,0.23430962343096234,1.0,200,0.9914,0.54
3874,3d7q_A,109,0.25688073394495414,1.0,100,0.98135,0.54
1346,3fut_A,264,0.42424242424242425,1.0,300,0.99191,0.54
763,6i3n_M,103,0.3883495145631068,1.0,100,0.97968,0.54
1476,6onb_D,109,0.3211009174311927,1.0,100,0.98079,0.54
1204,2ekd_F,204,0.3382352941176471,1.0,200,0.99006,0.54
2557,4omu_A,274,0.3759124087591241,1.0,300,0.99238,0.54
64,3mop_A,105,0.3047619047619048,1.0,100,0.97995,0.54
1295,3wur_B,165,0.32727272727272727,1.0,200,0.98789,0.54
1239,5lj9_B,228,0.3815789473684211,1.0,200,0.99075,0.54
1995,2gtl_E,147,0.3333333333333333,1.0,100,0.98627,0.54
2471,3exn_A,154,0.33766233766233766,1.0,200,0.98703,0.54
3907,3npg_A,249,0.3493975903614458,1.0,200,0.99155,0.54
1977,1u2e_C,286,0.3811188811188811,1.0,300,0.9927,0.54
1305,5bxy_A,155,0.4258064516129032,1.0,200,0.98698,0.54
341,6f1d_A,117,0.2905982905982906,1.0,100,0.98227,0.54
473,1zdr_B,160,0.29375,1.0,200,0.98704,0.54
2921,6i3n_B,103,0.3883495145631068,1.0,100,0.97968,0.54
3779,5cb7_B,160,0.30625,1.0,200,0.98745,0.54
465,3lcc_A,216,0.35648148148148145,1.0,200,0.99057,0.54
3053,1je0_B,226,0.41150442477876104,1.0,200,0.99075,0.54
1183,2bd0_B,240,0.38333333333333336,1.0,200,0.99144,0.54
232,4hi4_A,119,0.25210084033613445,1.0,100,0.98272,0.54
1680,5yi6_C,241,0.3112033195020747,1.0,200,0.99122,0.54
1214,3sxm_A,137,0.291970802919708,1.0,100,0.98517,0.55
1756,2v25_B,232,0.40948275862068967,1.0,200,0.99064,0.55
3654,1iyb_B,208,0.2980769230769231,1.0,200,0.98953,0.55
1736,7fd1_A,106,0.3584905660377358,1.0,100,0.97982,0.55
2426,1je0_A,226,0.39823008849557523,1.0,200,0.9905,0.55
1817,3mal_B,181,0.24861878453038674,1.0,200,0.98826,0.55
1294,1gqo_A,141,0.6737588652482269,1.0,100,0.98524,0.55
3588,2v4x_A,131,0.2595419847328244,1.0,100,0.98374,0.55
2860,4e5v_A,280,0.37857142857142856,1.0,300,0.99226,0.55
2629,2v25_A,232,0.38362068965517243,1.0,200,0.99072,0.55
3471,3hk4_A,118,0.3389830508474576,1.0,100,0.98176,0.55
1575,3aps_A,114,0.32456140350877194,1.0,100,0.98127,0.55
2038,5vyv_B,170,0.3941176470588235,1.0,200,0.9875,0.55
1850,1smk_D,313,0.3769968051118211,1.0,300,0.9928,0.55
1406,1v7m_V,145,0.25517241379310346,1.0,100,0.98545,0.55
611,1g57_A,205,0.33170731707317075,1.0,200,0.98972,0.55
1506,4iqg_A,235,0.5063829787234042,1.0,200,0.99085,0.55
3796,1u2e_B,286,0.3706293706293706,1.0,300,0.99226,0.55
409,3ia4_A,161,0.32298136645962733,1.0,200,0.98704,0.55
2854,1vdm_J,147,0.4489795918367347,1.0,100,0.98622,0.55
3646,1gqo_V,135,0.674074074074074,1.0,100,0.98434,0.55
4265,3hdg_E,124,0.4032258064516129,1.0,100,0.98288,0.55
313,4r9x_B,225,0.3333333333333333,1.0,200,0.99026,0.55
1828,1je0_C,227,0.4008810572687225,1.0,200,0.99044,0.55
672,1gqo_J,141,0.6382978723404256,1.0,100,0.98487,0.55
4297,3l1w_E,252,0.30952380952380953,1.0,300,0.99133,0.55
503,3hrg_A,257,0.3035019455252918,1.0,300,0.99149,0.55
1321,3cxm_A,242,0.30991735537190085,1.0,200,0.99106,0.55
1502,3oec_C,274,0.4854014598540146,1.0,300,0.99206,0.55
499,3fs7_D,108,0.39814814814814814,1.0,100,0.98029,0.55
949,5kzh_C,240,0.3375,1.0,200,0.99104,0.55
3647,3tou_A,212,0.32075471698113206,1.0,200,0.98999,0.55
1605,2dcn_L,308,0.39285714285714285,1.0,300,0.99285,0.55
2142,5w1a_D,151,0.32450331125827814,1.0,200,0.98613,0.55
2363,1nci_A,102,0.3235294117647059,1.0,100,0.97957,0.55
1138,3o1k_B,118,0.3135593220338983,1.0,100,0.98179,0.55
3448,3gem_D,214,0.38317757009345793,1.0,200,0.98998,0.55
3374,2zsk_A,226,0.3672566371681416,1.0,200,0.99045,0.55
2283,3goc_A,228,0.4692982456140351,1.0,200,0.99037,0.55
3708,3bm3_A,259,0.32432432432432434,1.0,300,0.99173,0.55
3086,4ivf_B,218,0.3944954128440367,1.0,200,0.99021,0.55
745,6vz8_K,160,0.24375,1.0,200,0.98685,0.55
2453,3ta6_A,255,0.3803921568627451,1.0,300,0.99158,0.55
3444,3kcu_E,249,0.26104417670682734,1.0,200,0.99123,0.55
1892,3mop_C,105,0.3047619047619048,1.0,100,0.97905,0.55
2101,5wec_A,112,0.3392857142857143,1.0,100,0.98105,0.55
525,4qnn_A,296,0.34121621621621623,1.0,300,0.99242,0.55
3889,3lvu_B,257,0.377431906614786,1.0,300,0.9914,0.55
550,6paj_B,203,0.2660098522167488,1.0,200,0.98951,0.55
2305,1gqo_Y,141,0.6524822695035462,1.0,100,0.98513,0.55
1072,2oda_B,195,0.3333333333333333,1.0,200,0.98941,0.55
1081,6jv4_B,220,0.33636363636363636,1.0,200,0.99032,0.55
393,3hk4_C,117,0.3504273504273504,1.0,100,0.98145,0.55
1641,2nrh_A,192,0.296875,1.0,200,0.98872,0.55
1918,3gv1_C,140,0.32142857142857145,1.0,100,0.98465,0.55
581,4h27_A,317,0.40063091482649843,1.0,300,0.99305,0.55
1494,6mf9_A,126,0.3333333333333333,1.0,100,0.98304,0.55
3483,3cnx_A,138,0.3188405797101449,1.0,100,0.98472,0.55
1799,2fd5_A,180,0.3277777777777778,1.0,200,0.98811,0.55
1168,2hq4_A,158,0.31645569620253167,1.0,200,0.98656,0.55
3988,5dkv_D,298,0.3523489932885906,1.0,300,0.99227,0.56
1871,3ia4_B,161,0.3416149068322981,1.0,200,0.98658,0.56
2411,5f7f_B,113,0.3274336283185841,1.0,100,0.98217,0.56
349,1ztc_D,208,0.3798076923076923,1.0,200,0.98917,0.56
2984,1oxj_A,170,0.31176470588235294,1.0,200,0.98727,0.56
838,6gh8_B,110,0.2545454545454545,1.0,100,0.97973,0.56
2666,3uo3_A,174,0.28160919540229884,1.0,200,0.98737,0.56
955,5cy4_D,184,0.29347826086956524,1.0,200,0.9882,0.56
1496,1smk_G,313,0.3769968051118211,1.0,300,0.99268,0.56
2837,4qnn_B,296,0.3277027027027027,1.0,300,0.99238,0.56
2416,5u4z_A,181,0.27624309392265195,1.0,200,0.98795,0.56
142,6c7l_A,378,0.4074074074074074,1.0,400,0.99383,0.56
1646,3dr6_A,171,0.3333333333333333,1.0,200,0.9876,0.56
3880,2pkh_D,141,0.24822695035460993,1.0,100,0.98479,0.56
464,2e7p_D,101,0.36633663366336633,1.0,100,0.97722,0.56
823,2xig_B,148,0.2972972972972973,1.0,100,0.98529,0.56
400,6jh7_A,256,0.45703125,1.0,300,0.99116,0.56
1590,6fpg_H,154,0.3116883116883117,1.0,200,0.98579,0.56
718,1g5t_A,157,0.3184713375796178,1.0,200,0.98573,0.56
3452,4dvk_A,157,0.27388535031847133,1.0,200,0.98598,0.56
3577,3fok_J,295,0.3389830508474576,1.0,300,0.99235,0.56
3325,4ovm_A,128,0.3046875,1.0,100,0.98314,0.56
939,5c50_A,198,0.30808080808080807,1.0,200,0.98867,0.56
3363,2e8e_A,132,0.23484848484848486,1.0,100,0.98345,0.56
2349,2v5h_B,289,0.34256055363321797,1.0,300,0.99215,0.56
77,4u8u_P,148,0.2702702702702703,1.0,100,0.98507,0.56
3366,1lyq_A,101,0.2871287128712871,1.0,100,0.9782,0.56
1290,2b71_A,169,0.3609467455621302,1.0,200,0.98697,0.56
2668,4hi4_D,119,0.2605042016806723,1.0,100,0.98149,0.56
4291,4onx_F,129,0.2868217054263566,1.0,100,0.98294,0.56
181,5ts4_B,102,0.35294117647058826,1.0,100,0.97834,0.56
3619,2dcn_G,308,0.38961038961038963,1.0,300,0.9925,0.56
2502,4yp6_A,169,0.34911242603550297,1.0,200,0.98678,0.56
2620,4bgv_D,323,0.3653250773993808,1.0,300,0.99276,0.56
1539,4nqf_B,151,0.23841059602649006,1.0,200,0.98547,0.56
1537,1o63_B,190,0.3263157894736842,1.0,200,0.98838,0.56
3159,2xig_A,146,0.3082191780821918,1.0,100,0.98485,0.56
1533,2gax_A,135,0.2962962962962963,1.0,100,0.98367,0.56
343,2cuy_B,305,0.4163934426229508,1.0,300,0.99233,0.56
3486,3l1w_C,252,0.27380952380952384,1.0,300,0.99116,0.56
2027,2yvt_A,257,0.38132295719844356,1.0,300,0.99126,0.56
517,3tzt_A,234,0.3247863247863248,1.0,200,0.99065,0.56
2195,5lj9_C,228,0.3815789473684211,1.0,200,0.99027,0.56
1186,3glc_I,276,0.36231884057971014,1.0,300,0.99199,0.56
1184,3cu5_B,129,0.31007751937984496,1.0,100,0.98301,0.56
3111,5uw8_F,103,0.3592233009708738,1.0,100,0.97848,0.56
2272,3fok_A,295,0.36271186440677966,1.0,300,0.99228,0.56
2105,4gbj_D,290,0.3689655172413793,1.0,300,0.99206,0.56
2306,6fai_H,184,0.266304347826087,1.0,200,0.98818,0.56
770,2zyz_B,183,0.37158469945355194,1.0,200,0.98784,0.56
4069,3d3k_A,233,0.38197424892703863,1.0,200,0.99029,0.56
2772,2c3n_B,239,0.4100418410041841,1.0,200,0.99047,0.56
1776,2dcn_H,308,0.37987012987012986,1.0,300,0.9926,0.56
1475,5fm8_C,101,0.33663366336633666,1.0,100,0.97841,0.56
2235,6vz8_J,160,0.25625,1.0,200,0.98642,0.56
3065,3npg_B,240,0.30833333333333335,1.0,200,0.9907,0.56
2889,1uwc_A,261,0.2796934865900383,1.0,300,0.99133,0.56
3050,2ejn_A,146,0.3493150684931507,1.0,100,0.98481,0.56
2933,5fb3_F,337,0.3590504451038576,1.0,300,0.99314,0.56
4057,1vdm_C,143,0.4125874125874126,1.0,100,0.98523,0.56
983,3h1q_B,272,0.375,1.0,300,0.99182,0.56
2699,6jed_A,221,0.4253393665158371,1.0,200,0.9901,0.56
990,1wba_A,171,0.32748538011695905,1.0,200,0.9871,0.56
3261,6wt5_D,135,0.2740740740740741,1.0,100,0.98355,0.56
1804,1vdm_D,147,0.40816326530612246,1.0,100,0.98534,0.56
3249,4z6y_G,272,0.3125,1.0,300,0.99174,0.56
608,3ctl_D,219,0.3242009132420091,1.0,200,0.98976,0.56
193,4jti_C,258,0.32945736434108525,1.0,300,0.99126,0.56
2277,6vz8_O,160,0.25625,1.0,200,0.98679,0.56
2501,3liy_E,116,0.3620689655172414,1.0,100,0.98082,0.56
2949,6gh8_D,110,0.2909090909090909,1.0,100,0.98003,0.56
47,3suk_B,124,0.3709677419354839,1.0,100,0.98208,0.56
1026,4rk4_A,270,0.31851851851851853,1.0,300,0.99169,0.56
3222,3l5o_B,244,0.3442622950819672,1.0,200,0.99072,0.56
707,3jam_H,184,0.22826086956521738,1.0,200,0.98805,0.56
3227,2g6z_C,146,0.3424657534246575,1.0,100,0.98521,0.56
2435,2f22_B,143,0.27972027972027974,1.0,100,0.98477,0.56
801,4eoy_C,123,0.25203252032520324,1.0,100,0.98183,0.56
2541,2p3p_B,198,0.3333333333333333,1.0,200,0.98845,0.57
3457,5ceg_D,101,0.25742574257425743,1.0,100,0.97808,0.57
1421,2ov0_A,104,0.34615384615384615,1.0,100,0.9776,0.57
1726,2rdx_B,369,0.32791327913279134,1.0,400,0.99346,0.57
2815,1smk_E,313,0.3929712460063898,1.0,300,0.99253,0.57
766,2vvr_A,147,0.3877551020408163,1.0,100,0.98453,0.57
3463,4ivf_F,227,0.3920704845814978,1.0,200,0.98989,0.57
1758,4ag7_A,165,0.3212121212121212,1.0,200,0.98614,0.57
849,1xea_D,311,0.2829581993569132,1.0,300,0.99246,0.57
2708,2zgy_B,320,0.3,1.0,300,0.99263,0.57
2113,2fpr_B,160,0.35625,1.0,200,0.98565,0.57
2180,1hkf_A,108,0.32407407407407407,1.0,100,0.97956,0.57
2877,4had_C,317,0.3217665615141956,1.0,300,0.9925,0.57
1075,1o63_A,203,0.37438423645320196,1.0,200,0.9888,0.57
2518,3b59_B,301,0.32558139534883723,1.0,300,0.9922,0.57
2098,4n2p_B,143,0.3356643356643357,1.0,100,0.98421,0.57
2508,3npg_D,245,0.33877551020408164,1.0,200,0.99062,0.57
2565,2rb9_A,322,0.38509316770186336,1.0,300,0.99257,0.57
1114,5cy4_A,182,0.3131868131868132,1.0,200,0.98759,0.57
1665,6nx3_B,158,0.3037974683544304,1.0,200,0.98577,0.57
2783,5cr4_A,224,0.26785714285714285,1.0,200,0.98976,0.57
2735,3lt0_A,284,0.3732394366197183,1.0,300,0.99172,0.57
2748,3nrd_C,134,0.35074626865671643,1.0,100,0.98315,0.57
2905,1mda_A,103,0.17475728155339806,1.0,100,0.97769,0.57
2907,3r5z_B,140,0.32857142857142857,1.0,100,0.98417,0.57
1478,6jqw_A,352,0.2897727272727273,1.0,400,0.99312,0.57
1777,6e8m_A,157,0.2802547770700637,1.0,200,0.98556,0.57
2509,1t70_G,255,0.3764705882352941,1.0,300,0.9908,0.57
1335,1yhu_D,149,0.3288590604026846,1.0,100,0.9854,0.57
3223,3hhp_B,304,0.39144736842105265,1.0,300,0.99208,0.57
2531,4pj2_D,122,0.2786885245901639,1.0,100,0.98163,0.57
3423,3gem_C,224,0.3482142857142857,1.0,200,0.98984,0.57
2640,3b08_J,149,0.959731543624161,1.0,100,0.98484,0.57
3397,3ctl_A,219,0.3378995433789954,1.0,200,0.98938,0.57
1746,1gz0_G,166,0.3072289156626506,1.0,200,0.98664,0.57
1260,2ph7_B,219,0.2420091324200913,1.0,200,0.98944,0.57
2642,1orn_A,211,0.2985781990521327,1.0,200,0.98957,0.57
1747,1fye_A,220,0.35454545454545455,1.0,200,0.98956,0.57
1251,3ta6_B,256,0.359375,1.0,300,0.99081,0.57
913,3ff9_A,115,0.2956521739130435,1.0,100,0.97985,0.57
2130,3h8u_B,115,0.3826086956521739,1.0,100,0.98034,0.57
1586,6jyg_C,306,0.3137254901960784,1.0,300,0.99221,0.57
2658,4wbq_A,174,0.25862068965517243,1.0,200,0.98671,0.57
1235,6ok0_A,127,0.2755905511811024,1.0,100,0.98204,0.57
2939,4ri1_C,175,0.2742857142857143,1.0,200,0.98698,0.57
3287,1gqo_L,141,0.6524822695035462,1.0,100,0.98418,0.57
38,1gy6_B,123,0.1951219512195122,1.0,100,0.98171,0.57
2700,1wom_A,271,0.31365313653136534,1.0,300,0.9914,0.57
1655,1dxh_A,335,0.3641791044776119,1.0,300,0.99269,0.57
1005,3aps_B,114,0.3157894736842105,1.0,100,0.98037,0.57
2758,4nt1_D,194,0.2422680412371134,1.0,200,0.98826,0.57
2954,2wz9_A,120,0.3416666666666667,1.0,100,0.98229,0.57
2598,3nrd_B,134,0.3208955223880597,1.0,100,0.98351,0.57
2028,1o5x_A,246,0.3699186991869919,1.0,200,0.99067,0.57
3524,1usy_G,204,0.3431372549019608,1.0,200,0.98897,0.57
650,3fs7_B,107,0.37383177570093457,1.0,100,0.97844,0.57
451,6unv_A,266,0.31954887218045114,1.0,300,0.99128,0.57
3897,5c0p_A,284,0.31338028169014087,1.0,300,0.99158,0.57
682,5exj_A,281,0.3096085409252669,1.0,300,0.99156,0.57
287,6scg_B,404,0.3787128712871287,1.0,400,0.99392,0.57
3689,3w7a_D,210,0.3619047619047619,1.0,200,0.98906,0.57
3598,6m2a_A,126,0.29365079365079366,1.0,100,0.98212,0.57
644,2v5h_C,284,0.3415492957746479,1.0,300,0.99181,0.57
3826,1ydm_C,182,0.2857142857142857,1.0,200,0.9877,0.57
3747,1j2q_N,197,0.34517766497461927,1.0,200,0.98856,0.57
723,2c0k_B,148,0.32432432432432434,1.0,100,0.98461,0.57
2351,3pvj_A,275,0.36,1.0,300,0.99157,0.57
275,3ilx_A,140,0.3,1.0,100,0.98392,0.57
1975,3pm6_B,264,0.3068181818181818,1.0,300,0.99114,0.57
606,1u2e_D,285,0.3649122807017544,1.0,300,0.99173,0.57
342,1smk_A,313,0.3961661341853035,1.0,300,0.99239,0.57
3671,4iqg_B,247,0.4898785425101215,1.0,200,0.99066,0.57
2343,3fs7_G,107,0.411214953271028,1.0,100,0.97774,0.58
2128,3r4q_E,133,0.3533834586466165,1.0,100,0.98239,0.58
2812,5zgo_B,178,0.4606741573033708,1.0,200,0.98669,0.58
3888,3uqc_B,244,0.35655737704918034,1.0,200,0.99029,0.58
1272,6lhy_B,173,0.26011560693641617,1.0,200,0.98662,0.58
1683,3vwx_C,220,0.38181818181818183,1.0,200,0.98927,0.58
2816,2v5h_F,287,0.3240418118466899,1.0,300,0.99141,0.58
1324,5d2k_B,263,0.34600760456273766,1.0,300,0.99067,0.58
3905,3d3k_D,233,0.36909871244635195,1.0,200,0.98983,0.58
531,3rmu_C,134,0.39552238805970147,1.0,100,0.98394,0.58
1840,1xea_C,311,0.3022508038585209,1.0,300,0.99202,0.58
3574,2hfk_B,277,0.3862815884476534,1.0,300,0.99139,0.58
716,1zjj_A,261,0.47126436781609193,1.0,300,0.99074,0.58
829,3sim_A,275,0.29818181818181816,1.0,300,0.99132,0.58
1159,2dcn_A,308,0.39935064935064934,1.0,300,0.99197,0.58
537,1xea_B,311,0.2765273311897106,1.0,300,0.99214,0.58
2402,4hi4_B,119,0.2857142857142857,1.0,100,0.98041,0.58
3089,6s9j_C,149,0.2550335570469799,1.0,100,0.98446,0.58
891,6jyg_F,307,0.33876221498371334,1.0,300,0.992,0.58
26,5mmh_B,201,0.25870646766169153,1.0,200,0.98825,0.58
3054,6hyf_A,106,0.29245283018867924,1.0,100,0.97835,0.58
3387,3hgt_B,286,0.3181818181818182,1.0,300,0.99158,0.58
1929,4b45_A,334,0.40718562874251496,1.0,300,0.99248,0.58
3064,1xt8_B,251,0.3426294820717131,1.0,300,0.99032,0.58
2005,1my7_A,107,0.22429906542056074,1.0,100,0.97739,0.58
2855,1uwc_B,261,0.2988505747126437,1.0,300,0.99086,0.58
871,6s5m_A,306,0.3366013071895425,1.0,300,0.99203,0.58
4117,5sy8_O,155,0.2709677419354839,1.0,200,0.98494,0.58
4246,5fm8_A,101,0.32673267326732675,1.0,100,0.97754,0.58
3317,3d9w_B,281,0.3736654804270463,1.0,300,0.99141,0.58
704,1vdm_E,149,0.4161073825503356,1.0,100,0.98444,0.58
3558,2c0k_A,148,0.28378378378378377,1.0,100,0.98426,0.58
2841,4x54_A,214,0.38317757009345793,1.0,200,0.98886,0.58
394,3goc_B,228,0.4605263157894737,1.0,200,0.9895,0.58
860,6n6a_A,181,0.3314917127071823,1.0,200,0.98685,0.58
3079,2fpr_A,156,0.358974358974359,1.0,200,0.98494,0.58
2834,3d6e_B,186,0.2903225806451613,1.0,200,0.98732,0.58
2060,3ezz_B,144,0.3263888888888889,1.0,100,0.98376,0.58
3378,3l1w_D,252,0.30158730158730157,1.0,300,0.99033,0.58
853,4ovm_E,126,0.35714285714285715,1.0,100,0.98152,0.58
1846,3bia_X,110,0.2818181818181818,1.0,100,0.97819,0.58
2405,4qnn_C,296,0.32094594594594594,1.0,300,0.99175,0.58
57,3otd_B,240,0.26666666666666666,1.0,200,0.99012,0.58
3451,3a57_A,154,0.3116883116883117,1.0,200,0.98517,0.58
79,5jcd_A,195,0.2923076923076923,1.0,200,0.98779,0.58
3455,1qve_B,125,0.304,1.0,100,0.98192,0.58
1553,2dcn_E,308,0.36038961038961037,1.0,300,0.99194,0.58
3187,3l1w_F,252,0.30158730158730157,1.0,300,0.99035,0.58
1071,3orh_C,230,0.34347826086956523,1.0,200,0.98973,0.58
1835,6vgw_A,145,0.2896551724137931,1.0,100,0.98387,0.58
2678,2vws_A,256,0.36328125,1.0,300,0.99067,0.58
2318,6h6o_B,116,0.31896551724137934,1.0,100,0.97937,0.58
3265,1v7m_X,145,0.2689655172413793,1.0,100,0.98405,0.58
1904,4jp6_A,121,0.2892561983471074,1.0,100,0.98052,0.58
3964,4onx_A,128,0.296875,1.0,100,0.98142,0.58
3972,1eo6_A,116,0.3879310344827586,1.0,100,0.97939,0.58
3664,1vpq_A,260,0.3346153846153846,1.0,300,0.99065,0.58
1001,3l1w_B,252,0.2976190476190476,1.0,300,0.99041,0.58
1277,6uaw_A,260,0.3346153846153846,1.0,300,0.99072,0.58
2041,3i4i_A,215,0.26976744186046514,1.0,200,0.98898,0.58
3996,3u4v_B,116,0.27586206896551724,1.0,100,0.97993,0.58
2222,4ivf_H,218,0.3853211009174312,1.0,200,0.98924,0.58
1818,6gs2_A,246,0.32113821138211385,1.0,200,0.99026,0.58
3511,1xea_A,311,0.2733118971061093,1.0,300,0.99206,0.58
1033,2rd5_B,284,0.397887323943662,1.0,300,0.99171,0.58
764,3ff9_B,115,0.2956521739130435,1.0,100,0.97985,0.58
2437,5kzh_A,239,0.34309623430962344,1.0,200,0.98987,0.58
1823,1gyo_A,106,0.27358490566037735,1.0,100,0.9783,0.58
2356,1au1_B,163,0.15950920245398773,1.0,200,0.98569,0.58
3472,2ibg_F,132,0.32575757575757575,1.0,100,0.98225,0.58
318,2iml_D,197,0.3248730964467005,1.0,200,0.98809,0.58
255,4r01_A,210,0.3619047619047619,1.0,200,0.98861,0.58
4020,6jyg_B,306,0.3104575163398693,1.0,300,0.99201,0.58
664,3orh_B,229,0.3406113537117904,1.0,200,0.98946,0.58
344,1d2t_A,222,0.3153153153153153,1.0,200,0.98931,0.58
3703,6jif_A,333,0.3183183183183183,1.0,300,0.99254,0.58
3777,4m0k_B,174,0.43103448275862066,1.0,200,0.98659,0.58
1129,4n13_A,253,0.31225296442687744,1.0,300,0.99037,0.58
483,4ivf_E,226,0.4247787610619469,1.0,200,0.98935,0.58
1881,1ydm_A,178,0.29775280898876405,1.0,200,0.98672,0.58
2455,3ijp_B,267,0.30711610486891383,1.0,300,0.99082,0.58
1729,4nv8_A,270,0.3333333333333333,1.0,300,0.99118,0.58
4072,5zwx_A,148,0.33783783783783783,1.0,100,0.98417,0.58
3841,4db5_A,120,0.35,1.0,100,0.98041,0.58
1244,4gbj_C,292,0.3595890410958904,1.0,300,0.99155,0.58
1540,1qna_B,186,0.3870967741935484,1.0,200,0.98708,0.58
1884,4s1w_B,343,0.30612244897959184,1.0,300,0.99265,0.58
2732,3tbf_C,358,0.30726256983240224,1.0,400,0.99319,0.58
2315,3dmc_A,134,0.35074626865671643,1.0,100,0.9831,0.58
1086,3vwc_A,146,0.2808219178082192,1.0,100,0.98394,0.58
3533,4z6y_A,273,0.30036630036630035,1.0,300,0.99113,0.58
334,3hdg_D,124,0.4032258064516129,1.0,100,0.98237,0.58
1794,6any_A,206,0.2669902912621359,1.0,200,0.98861,0.58
666,3s9d_D,186,0.27956989247311825,1.0,200,0.98698,0.59
2172,6vz8_R,160,0.25,1.0,200,0.98467,0.59
